518,Лахденпохья,Карелия,Северо-Западный,7818,1600
519,Лебедянь,Липецкая область,Центральный,20991,1605
520,Лениногорск,Татарстан,Приволжский,64145,1795
521,Ленинск,Волгоградская область,Южный,15527,1802
522,Ленинск-Кузнецкий,Кемеровская область,Сибирский,101666,1763
523,Ленск,Якутия,Дальневосточный,24955,1663
524,Лермонтов,Ставропольский край,Северо-Кавказский,22540,1953
525,Лесной,Свердловская область,Уральский,52464,1947
526,Лесозаводск,Приморский край,Дальневосточный,36975,1932
527,Лесосибирск,Красноярский край,Сибирский,61146,1975
528,Ливны,Орловская область,Центральный,50430,1586
529,Ликино-Дулёво,Московская область,Центральный,31331,1930
530,Липецк,Липецкая область,Центральный,508124,1703
531,Липки,Тульская область,Центральный,8741,17 век
532,Лиски,Воронежская область,Центральный,55864,16 век
533,Лихославль,Тверская область,Центральный,12259,1624
534,Лобня,Московская область,Центральный,74350,1902
535,Лодейное Поле,Ленинградская область,Северо-Западный,21053,1702
536,Лосино-Петровский,Московская область,Центральный,22550,1708
537,Луга,Ленинградская область,Северо-Западный,36409,1777
538,Луза,Кировская область,Приволжский,11262,1899
539,Лукоянов,Нижегородская область,Приволжский,14949,16 век
540,Луховицы,Московская область,Центральный,29849,1594
541,Лысково,Нижегородская область,Приволжский,21882,1410
542,Лысьва,Пермский край,Приволжский,67712,1785
543,Лыткарино,Московская область,Центральный,55147,15 век
544,Льгов,Курская область,Центральный,21452,1152
545,Любань,Ленинградская область,Северо-Западный,4188,1499
546,Люберцы,Московская область,Центральный,171978,1623
547,Любим,Ярославская область,Центральный,5553,1538
548,Людиново,Калужская область,Центральный,40550,1626
549,Лянтор,Ханты-Мансийский АО — Югра,Уральский,38922,1932
550,Магадан,Магаданская область,Дальневосточный,95925,1929
551,Магас,Ингушетия,Северо-Кавказский,2505,1995
552,Магнитогорск,Челябинская область,Уральский,408401,1929
553,Майкоп,Адыгея,Южный,144055,1857
554,Майский,Кабардино-Балкария,Северо-Кавказский,26755,19 век
555,Макаров,Сахалинская область,Дальневосточный,6788,1892
556,Макарьев,Костромская область,Центральный,7114,1439
557,Макушино,Курганская область,Уральский,8337,1797
558,Малая Вишера,Новгородская область,Северо-Западный,12461,1843
559,Малгобек,Ингушетия,Северо-Кавказский,31076,1934
560,Малмыж,Кировская область,Приволжский,8265,15 век
561,Малоархангельск,Орловская область,Центральный,3872,17 век
562,Малоярославец,Калужская область,Центральный,30401,1402
563,Мамадыш,Татарстан,Приволжский,14432,1391
564,Мамоново,Калининградская область,Северо-Западный,7757,1301
565,Мантурово,Костромская область,Центральный,17479,1617
566,Мариинск,Кемеровская область,Сибирский,40522,1698
567,Мариинский Посад,Чувашия,Приволжский,10186,1620
568,Маркс,Саратовская область,Приволжский,31535,1918
569,Махачкала,Дагестан,Северо-Кавказский,577990,1844
570,Мглин,Брянская область,Центральный,7916,1387
571,Мегион,Ханты-Мансийский АО — Югра,Уральский,49471,1810
572,Медвежьегорск,Карелия,Северо-Западный,15536,1916
573,Медногорск,Оренбургская область,Приволжский,27253,1933
574,Медынь,Калужская область,Центральный,8298,1386
575,Межгорье,Башкортостан,Приволжский,17353,1979
576,Междуреченск,Кемеровская область,Сибирский,101995,1946
577,Мезень,Архангельская область,Северо-Западный,3599,16 век
578,Меленки,Владимирская область,Центральный,15208,18 век
579,Мелеуз,Башкортостан,Приволжский,61408,18 век
580,Менделеевск,Татарстан,Приволжский,22075,1868
581,Мензелинск,Татарстан,Приволжский,16474,1586
582,Мещовск,Калужская область,Центральный,4101,1238
583,Миасс,Челябинская область,Уральский,151812,1773
584,Микунь,Коми,Северо-Западный,10732,1937
585,Миллерово,Ростовская область,Южный,36493,1786
586,Минеральные Воды,Ставропольский край,Северо-Кавказский,76715,1878
587,Минусинск,Красноярский край,Сибирский,71171,1739
588,Миньяр,Челябинская область,Уральский,10195,1771
589,Мирный,Якутия,Дальневосточный,37179,1955
590,Мирный,Архангельская область,Северо-Западный,30259,1957
591,Михайлов,Рязанская область,Центральный,11783,1137
592,Михайловка,Волгоградская область,Южный,59153,1762
593,Михайловск,Свердловская область,Уральский,9215,1805
594,Михайловск,Ставропольский край,Северо-Кавказский,71018,1784
595,Мичуринск,Тамбовская область,Центральный,98758,1635
596,Могоча,Забайкальский край,Сибирский,13228,1910
597,Можайск,Московская область,Центральный,31388,1231
598,Можга,Удмуртия,Приволжский,47959,1835
599,Моздок,Северная Осетия — Алания,Северо-Кавказский,38748,1763
600,Мончегорск,Мурманская область,Северо-Западный,45381,1937
601,Морозовск,Ростовская область,Южный,27644,1910
602,Моршанск,Тамбовская область,Центральный,41550,1623
603,Мосальск,Калужская область,Центральный,4285,1231
604,Москва,Москва,Центральный,11514330,1147
605,Муравленко,Ямало-Ненецкий АО,Уральский,33401,1984
606,Мураши,Кировская область,Приволжский,6752,1895
607,Мурманск,Мурманская область,Северо-Западный,307664,1916
608,Муром,Владимирская область,Центральный,116078,862
609,Мценск,Орловская область,Центральный,43216,1146
610,Мыски,Кемеровская область,Сибирский,43029,1826
611,Мытищи,Московская область,Центральный,173341,1460
612,Мышкин,Ярославская область,Центральный,5932,15 век
613,Набережные Челны,Татарстан,Приволжский,513242,1626
614,Навашино,Нижегородская область,Приволжский,16413,1957
615,Наволоки,Ивановская область,Центральный,10207,1775
616,Надым,Ямало-Ненецкий АО,Уральский,46550,1597
617,Назарово,Красноярский край,Сибирский,52829,1700
618,Назрань,Ингушетия,Северо-Кавказский,93357,1781
619,Называевск,Омская область,Сибирский,12119,1910
620,Нальчик,Кабардино-Балкария,Северо-Кавказский,240095,1724
621,Нариманов,Астраханская область,Южный,11386,1963
622,Наро-Фоминск,Московская область,Центральный,64640,1840
623,Нарткала,Кабардино-Балкария,Северо-Кавказский,31679,1913
624,Нарьян-Мар,Ненецкий АО,Северо-Западный,21296,1929
625,Находка,Приморский край,Дальневосточный,159695,1864
626,Невель,Псковская область,Северо-Западный,16324,1562
627,Невельск,Сахалинская область,Дальневосточный,11682,1946
628,Невинномысск,Ставропольский край,Северо-Кавказский,118351,1825
629,Невьянск,Свердловская область,Уральский,25147,1701
630,Нелидово,Тверская область,Центральный,22886,1900
631,Неман,Калининградская область,Северо-Западный,11794,1277
632,Нерехта,Костромская область,Центральный,22817,1214
633,Нерчинск,Забайкальский край,Сибирский,14976,1653
634,Нерюнгри,Якутия,Дальневосточный,61746,1975
635,Нестеров,Калининградская область,Северо-Западный,4584,1539
636,Нефтегорск,Самарская область,Приволжский,18732,1960
637,Нефтекамск,Башкортостан,Приволжский,121757,1957
638,Нефтекумск,Ставропольский край,Северо-Кавказский,27700,1958
639,Нефтеюганск,Ханты-Мансийский АО — Югра,Уральский,123276,1961
640,Нея,Костромская область,Центральный,9827,1906
641,Нижневартовск,Ханты-Мансийский АО — Югра,Уральский,251860,1909
642,Нижнекамск,Татарстан,Приволжский,234108,1961
643,Нижнеудинск,Иркутская область,Сибирский,37056,1648
644,Нижние Серги,Свердловская область,Уральский,11217,1743
645,Нижний Ломов,Пензенская область,Приволжский,22678,1636
646,Нижний Новгород,Нижегородская область,Приволжский,1250615,1221
647,Нижний Тагил,Свердловская область,Уральский,361883,1722
648,Нижняя Салда,Свердловская область,Уральский,17969,1760
649,Нижняя Тура,Свердловская область,Уральский,21596,1754
650,Николаевск,Волгоградская область,Южный,15081,1747
651,Николаевск-на-Амуре,Хабаровский край,Дальневосточный,22773,1850
652,Никольск,Вологодская область,Северо-Западный,8515,14 век
653,Никольск,Пензенская область,Приволжский,22471,1761
654,Никольское,Ленинградская область,Северо-Западный,19345,1710
655,Новая Ладога,Ленинградская область,Северо-Западный,8890,1704
656,Новая Ляля,Свердловская область,Уральский,12400,1903
657,Новоалександровск,Ставропольский край,Северо-Кавказский,26759,1804
658,Новоалтайск,Алтайский край,Сибирский,73134,1736
659,Новоаннинский,Волгоградская область,Южный,17911,1956
660,Нововоронеж,Воронежская область,Центральный,32635,1957
661,Новодвинск,Архангельская область,Северо-Западный,40612,1936
662,Новозыбков,Брянская область,Центральный,40552,1701
663,Новокубанск,Краснодарский край,Южный,34847,1867
664,Новокузнецк,Кемеровская область,Сибирский,547885,1618
665,Новокуйбышевск,Самарская область,Приволжский,108449,1946
666,Новомичуринск,Рязанская область,Центральный,19309,1968
667,Новомосковск,Тульская область,Центральный,131227,1930
668,Новопавловск,Ставропольский край,Северо-Кавказский,26556,1777
669,Новоржев,Псковская область,Северо-Западный,3695,1777
670,Новороссийск,Краснодарский край,Южный,241788,1838
671,Новосибирск,Новосибирская область,Сибирский,1498921,1893
672,Новосиль,Орловская область,Центральный,3799,1155
673,Новосокольники,Псковская область,Северо-Западный,8119,1901
674,Новотроицк,Оренбургская область,Приволжский,97914,1920
675,Новоузенск,Саратовская область,Приволжский,17015,1760
676,Новоульяновск,Ульяновская область,Приволжский,16032,1957
677,Новоуральск,Свердловская область,Уральский,91813,1941
678,Новохопёрск,Воронежская область,Центральный,6849,1710
679,Новочебоксарск,Чувашия,Приволжский,124094,1960
680,Новочеркасск,Ростовская область,Южный,169039,1805
681,Новошахтинск,Ростовская область,Южный,111087,1910
682,Новый Оскол,Белгородская область,Центральный,19530,1647
683,Новый Уренгой,Ямало-Ненецкий АО,Уральский,104144,1975
684,Ногинск,Московская область,Центральный,99762,1389
685,Нолинск,Кировская область,Приволжский,9556,1668
686,Норильск,Красноярский край,Сибирский,175301,1935
687,Ноябрьск,Ямало-Ненецкий АО,Уральский,110572,1976
688,Нурлат,Татарстан,Приволжский,32600,1905
689,Нытва,Пермский край,Приволжский,19041,1756
690,Нюрба,Якутия,Дальневосточный,10156,1824
691,Нягань,Ханты-Мансийский АО — Югра,Уральский,54903,1965
692,Нязепетровск,Челябинская область,Уральский,12452,1747
693,Няндома,Архангельская область,Северо-Западный,22354,1898
694,Облучье,Еврейская АО,Дальневосточный,9379,1911
695,Обнинск,Калужская область,Центральный,104798,1946
696,Обоянь,Курская область,Центральный,13562,1639
697,Обь,Новосибирская область,Сибирский,26137,1934
698,Одинцово,Московская область,Центральный,139021,1470
699,Озёрск,Калининградская область,Северо-Западный,4740,1539
700,Озёрск,Челябинская область,Уральский,82268,1945
701,Озёры,Московская область,Центральный,25788,1834
702,Октябрьск,Самарская область,Приволжский,27244,1684
703,Октябрьский,Башкортостан,Приволжский,109379,1946
704,Окуловка,Новгородская область,Северо-Западный,12464,1851
705,Олёкминск,Якутия,Дальневосточный,9487,1635
706,Оленегорск,Мурманская область,Северо-Западный,23079,1949
707,Олонец,Карелия,Северо-Западный,9060,1137
708,Омск,Омская область,Сибирский,1154000,1716
709,Омутнинск,Кировская область,Приволжский,23618,1773
710,Онега,Архангельская область,Северо-Западный,21359,1137
711,Опочка,Псковская область,Северо-Западный,11601,1414
712,Орёл,Орловская область,Центральный,317854,1566
713,Оренбург,Оренбургская область,Приволжский,570329,1743
714,Орехово-Зуево,Московская область,Центральный,120620,1917
715,Орлов,Кировская область,Приволжский,6959,1459
716,Орск,Оренбургская область,Приволжский,238006,1735
717,Оса,Пермский край,Приволжский,22420,1591
718,Осинники,Кемеровская область,Сибирский,45997,1926
719,Осташков,Тверская область,Центральный,18073,14 век
720,Остров,Псковская область,Северо-Западный,21670,1341
721,Островной,Мурманская область,Северо-Западный,2177,1611
722,Острогожск,Воронежская область,Центральный,33842,1652
723,Отрадное,Ленинградская область,Северо-Западный,23874,1708
724,Отрадный,Самарская область,Приволжский,47709,1920-е
725,Оха,Сахалинская область,Дальневосточный,23007,1908
726,Оханск,Пермский край,Приволжский,7597,1547
727,Очёр,Пермский край,Приволжский,15003,1759
728,Павлово,Нижегородская область,Приволжский,60699,1566
729,Павловск,Воронежская область,Центральный,25126,1709
730,Павловский Посад,Московская область,Центральный,63771,1328
731,Палласовка,Волгоградская область,Южный,15984,1907
732,Партизанск,Приморский край,Дальневосточный,38648,1896
733,Певек,Чукотский АО,Дальневосточный,4161,1933
734,Пенза,Пензенская область,Приволжский,519592,1663
735,Первомайск,Нижегородская область,Приволжский,14567,19 век
736,Первоуральск,Свердловская область,Уральский,149800,1732
737,Перевоз,Нижегородская область,Приволжский,9201,16 век
738,Пересвет,Московская область,Центральный,14142,1948
739,Переславль-Залесский,Ярославская область,Центральный,41923,1152
740,Пермь,Пермский край,Приволжский,1000679,1723
741,Пестово,Новгородская область,Северо-Западный,15911,1918
742,Петров Вал,Волгоградская область,Южный,13264,1942
743,Петровск,Саратовская область,Приволжский,31158,1698
744,Петровск-Забайкальский,Забайкальский край,Сибирский,18555,1789
745,Петрозаводск,Карелия,Северо-Западный,263540,1703
746,Петропавловск-Камчатский,Камчатский край,Дальневосточный,179526,1740
747,Петухово,Курганская область,Уральский,11291,1779
748,Петушки,Владимирская область,Центральный,15167,1861
749,Печора,Коми,Северо-Западный,43458,1940
750,Печоры,Псковская область,Северо-Западный,12308,1473
751,Пикалёво,Ленинградская область,Северо-Западный,21567,1620
752,Пионерский,Калининградская область,Северо-Западный,11017,1254
753,Питкяранта,Карелия,Северо-Западный,11484,19 век
754,Плавск,Тульская область,Центральный,16248,1563
755,Пласт,Челябинская область,Уральский,17344,1940
756,Плёс,Ивановская область,Центральный,2341,1410
757,Поворино,Воронежская область,Центральный,17692,1870
758,Подольск,Московская область,Центральный,187956,1559
759,Подпорожье,Ленинградская область,Северо-Западный,18729,1936
760,Покачи,Ханты-Мансийский АО — Югра,Уральский,17053,1984
761,Покров,Владимирская область,Центральный,17762,1506
762,Покровск,Якутия,Дальневосточный,9495,1682
763,Полевской,Свердловская область,Уральский,64316,1718
764,Полесск,Калининградская область,Северо-Западный,7580,1258
765,Полысаево,Кемеровская область,Сибирский,27624,1989
766,Полярные Зори,Мурманская область,Северо-Западный,15106,1968
767,Полярный,Мурманская область,Северо-Западный,17304,1896
768,Поронайск,Сахалинская область,Дальневосточный,16461,1869
769,Порхов,Псковская область,Северо-Западный,10608,1239
770,Похвистнево,Самарская область,Приволжский,28181,1888
771,Почеп,Брянская область,Центральный,17933,1447
772,Починок,Смоленская область,Центральный,8776,1868
773,Пошехонье,Ярославская область,Центральный,6085,1680
774,Правдинск,Калининградская область,Северо-Западный,4323,1312
775,Приволжск,Ивановская область,Центральный,16749,1484
776,Приморск,Калининградская область,Северо-Западный,1956,1268
777,Приморск,Ленинградская область,Северо-Западный,6122,1268
778,Приморско-Ахтарск,Краснодарский край,Южный,32253,1854
779,Приозерск,Ленинградская область,Северо-Западный,18929,12 век
780,Прокопьевск,Кемеровская область,Сибирский,210150,1650
781,Пролетарск,Ростовская область,Южный,20267,17 век
782,Протвино,Московская область,Центральный,37308,1960
783,Прохладный,Кабардино-Балкария,Северо-Кавказский,59595,1765
784,Псков,Псковская область,Северо-Западный,203974,903
785,Пугачёв,Саратовская область,Приволжский,41705,1764
786,Пудож,Карелия,Северо-Западный,9698,1382
787,Пустошка,Псковская область,Северо-Западный,4619,1901
788,Пучеж,Ивановская область,Центральный,8583,1594
789,Пушкино,Московская область,Центральный,102840,1499
790,Пущино,Московская область,Центральный,20263,1956
791,Пыталово,Псковская область,Северо-Западный,5826,1782
792,Пыть-Ях,Ханты-Мансийский АО — Югра,Уральский,41453,1968
793,Пятигорск,Ставропольский край,Северо-Кавказский,142397,1780
794,Радужный,Владимирская область,Центральный,18212,1971
795,Радужный,Ханты-Мансийский АО — Югра,Уральский,43394,1973
796,Райчихинск,Амурская область,Дальневосточный,20499,1932
797,Раменское,Московская область,Центральный,96355,1378
798,Рассказово,Тамбовская область,Центральный,45484,1698
799,Ревда,Свердловская область,Уральский,61713,1734
800,Реж,Свердловская область,Уральский,38709,1773
801,Реутов,Московская область,Центральный,87195,15 век
802,Ржев,Тверская область,Центральный,62026,1216
803,Родники,Ивановская область,Центральный,26318,1606
804,Рославль,Смоленская область,Центральный,54898,1137
805,Россошь,Воронежская область,Центральный,62865,17 век
806,Ростов-на-Дону,Ростовская область,Южный,1091544,1749
807,Ростов,Ярославская область,Центральный,31791,862
808,Рошаль,Московская область,Центральный,21265,1916
809,Ртищево,Саратовская область,Приволжский,41295,1666
810,Рубцовск,Алтайский край,Сибирский,146386,1892
811,Рудня,Смоленская область,Центральный,10029,1363
812,Руза,Московская область,Центральный,13495,1328
813,Рузаевка,Мордовия,Приволжский,47529,1631
814,Рыбинск,Ярославская область,Центральный,200771,1071
815,Рыбное,Рязанская область,Центральный,18378,1597
816,Рыльск,Курская область,Центральный,15667,1152
817,Ряжск,Рязанская область,Центральный,21676,1502
818,Рязань,Рязанская область,Центральный,525062,1095
819,Саки,Крым,Южный,25146,1952
820,Салават,Башкортостан,Приволжский,156085,1948
821,Салаир,Кемеровская область,Сибирский,8263,1626
822,Салехард,Ямало-Ненецкий АО,Уральский,42494,1595
823,Сальск,Ростовская область,Южный,61312,1812
824,Самара,Самарская область,Приволжский,1164900,1586
825,Санкт-Петербург,Санкт-Петербург,Северо-Западный,4848742,1703
826,Саранск,Мордовия,Приволжский,318841,1641
827,Сарапул,Удмуртия,Приволжский,101390,1621
828,Саратов,Саратовская область,Приволжский,836900,1590
829,Саров,Нижегородская область,Приволжский,92073,1691
830,Сасово,Рязанская область,Центральный,28117,1642
831,Сатка,Челябинская область,Уральский,45465,1758
832,Сафоново,Смоленская область,Центральный,46116,1859
833,Саяногорск,Хакасия,Сибирский,49889,1975
834,Саянск,Иркутская область,Сибирский,40786,1970
835,Светлогорск,Калининградская область,Северо-Западный,10775,1258
836,Светлоград,Ставропольский край,Северо-Кавказский,38520,1786
837,Светлый,Калининградская область,Северо-Западный,21380,1640
838,Светогорск,Ленинградская область,Северо-Западный,15973,1887
839,Свирск,Иркутская область,Сибирский,13649,19 век
840,Свободный,Амурская область,Дальневосточный,58594,1912
841,Себеж,Псковская область,Северо-Западный,6375,1414
842,Севастополь,Севастополь,Южный,393304,1783
843,Северо-Курильск,Сахалинская область,Дальневосточный,2381,1875
844,Северобайкальск,Бурятия,Сибирский,23673,1974
845,Северодвинск,Архангельская область,Северо-Западный,192265,1936
846,Североморск,Мурманская область,Северо-Западный,50076,1896
847,Североуральск,Свердловская область,Уральский,29279,1758
848,Северск,Томская область,Сибирский,108466,1949
849,Севск,Брянская область,Центральный,7282,1146
850,Сегежа,Карелия,Северо-Западный,29660,1914
851,Сельцо,Брянская область,Центральный,17933,1870-е
852,Семёнов,Нижегородская область,Приволжский,24472,1644
853,Семикаракорск,Ростовская область,Южный,23884,1672
854,Семилуки,Воронежская область,Центральный,26025,1615
855,Сенгилей,Ульяновская область,Приволжский,6959,1666
856,Серафимович,Волгоградская область,Южный,9368,1589
857,Сергач,Нижегородская область,Приволжский,21387,1649
858,Сергиев Посад,Московская область,Центральный,110878,1337
859,Сердобск,Пензенская область,Приволжский,35393,1698
860,Серов,Свердловская область,Уральский,99381,1893
861,Серпухов,Московская область,Центральный,126496,1339
862,Сертолово,Ленинградская область,Северо-Западный,47854,1936
863,Сибай,Башкортостан,Приволжский,62732,1913
864,Сим,Челябинская область,Уральский,14465,1759
865,Симферополь,Крым,Южный,332317,1784
866,Сковородино,Амурская область,Дальневосточный,9561,1908
867,Скопин,Рязанская область,Центральный,30374,1676
868,Славгород,Алтайский край,Сибирский,30370,1910
869,Славск,Калининградская область,Северо-Западный,4614,1292
870,Славянск-на-Кубани,Краснодарский край,Южный,63768,1865
871,Сланцы,Ленинградская область,Северо-Западный,33587,1934
872,Слободской,Кировская область,Приволжский,33983,1505
873,Слюдянка,Иркутская область,Сибирский,18542,1899
874,Смоленск,Смоленская область,Центральный,326863,863
875,Снежинск,Челябинская область,Уральский,48896,1957
876,Снежногорск,Мурманская область,Северо-Западный,12698,1970
877,Собинка,Владимирская область,Центральный,19482,1858
878,Советск,Калининградская область,Северо-Западный,41709,1288
879,Советск,Кировская область,Приволжский,16592,12 век
880,Советск,Тульская область,Центральный,7537,1949
881,Советская Гавань,Хабаровский край,Дальневосточный,27712,1853
882,Советский,Ханты-Мансийский АО — Югра,Уральский,26434,1963
883,Сокол,Вологодская область,Северо-Западный,38454,1615
884,Солигалич,Костромская область,Центральный,6438,1335
885,Соликамск,Пермский край,Приволжский,97239,1430
886,Солнечногорск,Московская область,Центральный,52996,18 век
887,Соль-Илецк,Оренбургская область,Приволжский,26308,1754
888,Сольвычегодск,Архангельская область,Северо-Западный,2460,14 век
889,Сольцы,Новгородская область,Северо-Западный,10317,1390
890,Сорочинск,Оренбургская область,Приволжский,30136,1737
891,Сорск,Хакасия,Сибирский,12140,1940-е
892,Сортавала,Карелия,Северо-Западный,19215,1468
893,Сосенский,Калужская область,Центральный,12394,1952
894,Сосновка,Кировская область,Приволжский,11960,1699
895,Сосновоборск,Красноярский край,Сибирский,33090,1971
896,Сосновый Бор,Ленинградская область,Северо-Западный,65901,1958
897,Сосногорск,Коми,Северо-Западный,27809,1939
898,Сочи,Краснодарский край,Южный,343285,1838
899,Спас-Деменск,Калужская область,Центральный,4904,1446
900,Спас-Клепики,Рязанская область,Центральный,5917,16 век
901,Спасск,Пензенская область,Приволжский,7442,17 век
902,Спасск-Дальний,Приморский край,Дальневосточный,44166,1886
903,Спасск-Рязанский,Рязанская область,Центральный,7745,1629
904,Среднеколымск,Якутия,Дальневосточный,3525,1643
905,Среднеуральск,Свердловская область,Уральский,20357,1931
906,Сретенск,Забайкальский край,Сибирский,6850,1689
907,Ставрополь,Ставропольский край,Северо-Кавказский,398266,1777
908,Старая Купавна,Московская область,Центральный,21859,14 век
909,Старая Русса,Новгородская область,Северо-Западный,32235,1167
910,Старица,Тверская область,Центральный,8610,1297
911,Стародуб,Брянская область,Центральный,19010,1080
912,Старый Крым,Крым,Южный,9277,13 век
913,Старый Оскол,Белгородская область,Центральный,221163,1593
914,Стерлитамак,Башкортостан,Приволжский,273432,1766
915,Стрежевой,Томская область,Сибирский,42216,1966
916,Строитель,Белгородская область,Центральный,23933,1958
917,Струнино,Владимирская область,Центральный,14372,1492
918,Ступино,Московская область,Центральный,66942,1938
919,Суворов,Тульская область,Центральный,18975,1949
920,Судак,Крым,Южный,16492,212
921,Суджа,Курская область,Центральный,6036,16 век
922,Судогда,Владимирская область,Центральный,11848,1552
923,Суздаль,Владимирская область,Центральный,10535,999
924,Сунжа,Ингушетия,Северо-Кавказский,64493[3],1845
925,Суоярви,Карелия,Северо-Западный,9763,16 век
926,Сураж,Брянская область,Центральный,11640,17 век
927,Сургут,Ханты-Мансийский АО — Югра,Уральский,306703,1594
928,Суровикино,Волгоградская область,Южный,20527,1744
929,Сурск,Пензенская область,Приволжский,7032,1849
930,Сусуман,Магаданская область,Дальневосточный,5865,1938
931,Сухиничи,Калужская область,Центральный,16295,18 век
932,Сухой Лог,Свердловская область,Уральский,34836,1710
933,Сызрань,Самарская область,Приволжский,178773,1683
934,Сыктывкар,Коми,Северо-Западный,235006,1780
935,Сысерть,Свердловская область,Уральский,20594,1732
936,Сычёвка,Смоленская область,Центральный,8111,1488
937,Сясьстрой,Ленинградская область,Северо-Западный,13747,1926
938,Тавда,Свердловская область,Уральский,35421,1910
939,Таганрог,Ростовская область,Южный,257692,1698
940,Тайга,Кемеровская область,Сибирский,25330,1896
941,Тайшет,Иркутская область,Сибирский,35481,1897
942,Талдом,Московская область,Центральный,13819,1929
943,Талица,Свердловская область,Уральский,18339,1732
944,Тамбов,Тамбовская область,Центральный,280457,1636
945,Тара,Омская область,Сибирский,26664,1594
946,Тарко-Сале,Ямало-Ненецкий АО,Уральский,20372,1932
947,Таруса,Калужская область,Центральный,9656,1246
948,Татарск,Новосибирская область,Сибирский,26114,1894
949,Таштагол,Кемеровская область,Сибирский,23114,1939
950,Тверь,Тверская область,Центральный,403726,1135
951,Теберда,Карачаево-Черкесия,Северо-Кавказский,9097,1868
952,Тейково,Ивановская область,Центральный,34993,17 век
953,Темников,Мордовия,Приволжский,7247,12 век
954,Темрюк,Краснодарский край,Южный,38014,1860
955,Терек,Кабардино-Балкария,Северо-Кавказский,19170,1876
956,Тетюши,Татарстан,Приволжский,11596,1578
957,Тимашёвск,Краснодарский край,Южный,53921,1794
958,Тихвин,Ленинградская область,Северо-Западный,58843,1383
959,Тихорецк,Краснодарский край,Южный,61825,1895
960,Тобольск,Тюменская область,Уральский,99698,1587
961,Тогучин,Новосибирская область,Сибирский,21531,1867
962,Тольятти,Самарская область,Приволжский,719484,1737
963,Томари,Сахалинская область,Дальневосточный,4537,1870
964,Томмот,Якутия,Дальневосточный,8054,1923
965,Томск,Томская область,Сибирский,522940,1604
966,Топки,Кемеровская область,Сибирский,28642,1914
967,Торжок,Тверская область,Центральный,47702,9-10 века
968,Торопец,Тверская область,Центральный,13018,1074
969,Тосно,Ленинградская область,Северо-Западный,39127,1500
970,Тотьма,Вологодская область,Северо-Западный,9784,1137
971,Трёхгорный,Челябинская область,Уральский,33678,1952
972,Троицк,Челябинская область,Уральский,78637,1743
973,Трубчевск,Брянская область,Центральный,15014,975
974,Туапсе,Краснодарский край,Южный,63233,1838
975,Туймазы,Башкортостан,Приволжский,66849,1912
976,Тула,Тульская область,Центральный,501129,1146
977,Тулун,Иркутская область,Сибирский,44603,1735
978,Туран,Тыва,Сибирский,4988,1885
979,Туринск,Свердловская область,Уральский,17990,1600
980,Тутаев,Ярославская область,Центральный,41001,13 век
981,Тында,Амурская область,Дальневосточный,35574,1907
982,Тырныауз,Кабардино-Балкария,Северо-Кавказский,21000,1934
983,Тюкалинск,Омская область,Сибирский,12050,1759
984,Тюмень,Тюменская область,Уральский,581758,1586
985,Уварово,Тамбовская область,Центральный,26829,1699
986,Углегорск,Сахалинская область,Дальневосточный,11880,20 век
987,Углич,Ярославская область,Центральный,34505,1148
988,Удачный,Якутия,Дальневосточный,12611,1967
989,Удомля,Тверская область,Центральный,31048,1478
990,Ужур,Красноярский край,Сибирский,16079,1760
991,Узловая,Тульская область,Центральный,55282,1873
992,Улан-Удэ,Бурятия,Сибирский,431922,1666
993,Ульяновск,Ульяновская область,Приволжский,613793,1648
994,Унеча,Брянская область,Центральный,26196,1887
995,Урай,Ханты-Мансийский АО — Югра,Уральский,39435,1922
996,Урень,Нижегородская область,Приволжский,12311,1719
997,Уржум,Кировская область,Приволжский,10213,1584
998,Урус-Мартан,Чечня,Северо-Кавказский,49071,18 век
999,Урюпинск,Волгоградская область,Южный,41594,1618
1000,Усинск,Коми,Северо-Западный,41100,1966
1001,Усмань,Липецкая область,Центральный,18752,1645
1002,Усолье-Сибирское,Иркутская область,Сибирский,83364,1669
1003,Усолье,Пермский край,Приволжский,5694,1606
1004,Уссурийск,Приморский край,Дальневосточный,157946,1866
1005,Усть-Джегута,Карачаево-Черкесия,Северо-Кавказский,30602,1868
1006,Усть-Илимск,Иркутская область,Сибирский,86591,1966
1007,Усть-Катав,Челябинская область,Уральский,23586,1758
1008,Усть-Кут,Иркутская область,Сибирский,45061,1631
1009,Усть-Лабинск,Краснодарский край,Южный,43268,1794
1010,Устюжна,Вологодская область,Северо-Западный,9478,1252
1011,Уфа,Башкортостан,Приволжский,1062300,1574
1012,Ухта,Коми,Северо-Западный,99642,1929
1013,Учалы,Башкортостан,Приволжский,37771,1955
1014,Уяр,Красноярский край,Сибирский,12666,1760
1015,Фатеж,Курская область,Центральный,5404,16 век
1016,Феодосия,Крым,Южный,69038,6 век до н. э.
1017,Фокино,Брянская область,Центральный,13874,1899
1018,Фокино,Приморский край,Дальневосточный,23683,1891
1019,Фролово,Волгоградская область,Южный,39489,1859
1020,Фрязино,Московская область,Центральный,55449,1584
1021,Фурманов,Ивановская область,Центральный,36149,1918
1022,Хабаровск,Хабаровский край,Дальневосточный,577668,1858
1023,Хадыженск,Краснодарский край,Южный,21580,1864
1024,Ханты-Мансийск,Ханты-Мансийский АО — Югра,Уральский,79410,1582
1025,Харабали,Астраханская область,Южный,18209,1789
1026,Харовск,Вологодская область,Северо-Западный,10078,1903
